-9.465336799621582031e-01,-4.937941551208496094e+00,-7.072930335998535156e+00
-4.667348861694335938e-01,-5.702436447143554688e+00,-4.359079837799072266e+00
-6.519061326980590820e-01,-6.637548446655273438e+00,-2.627433776855468750e+00
-4.923311471939086914e-01,-1.552642345428466797e+00,-5.911207199096679688e+00
-6.495532989501953125e-01,-4.430253028869628906e+00,-7.071370124816894531e+00
-1.055321812629699707e+00,-6.982691764831542969e+00,-4.640151023864746094e+00
-1.170808792114257812e+00,-2.243060588836669922e+00,-3.376624107360839844e+00
-8.566720485687255859e-01,-1.492937564849853516e+00,-6.426844596862792969e+00
-1.345866441726684570e+00,-1.948375225067138672e+00,-5.386231422424316406e+00
-1.114541649818420410e+00,-9.268379211425781250e-01,-4.866580963134765625e+00
-1.399074792861938477e+00,-2.251850128173828125e+00,-6.918439865112304688e+00
-1.415612578392028809e+00,-2.722104072570800781e+00,-4.505062103271484375e+00
-9.186120033264160156e-01,-4.414639472961425781e-01,-6.231227397918701172e+00
-2.669371366500854492e-01,-6.557457923889160156e+00,-3.797666072845458984e+00
-1.499493360519409180e+00,-7.245068550109863281e-01,-4.049936294555664062e+00
-5.816721916198730469e-01,-5.137028694152832031e+00,-3.090410232543945312e+00
-1.716055393218994141e+00,-6.728372573852539062e+00,-7.408954620361328125e+00
-1.981031060218811035e+00,-3.659281492233276367e+00,-3.143072128295898438e+00
-1.557137966156005859e+00,-3.168277025222778320e+00,-7.957342624664306641e+00
-8.027048110961914062e-01,-6.847789287567138672e+00,-6.666846275329589844e+00
-8.118748664855957031e-01,-6.468118190765380859e+00,-2.212025642395019531e+00
-1.326032638549804688e+00,-5.938810825347900391e+00,-6.348532676696777344e+00
-1.218948602676391602e+00,-6.018363952636718750e+00,-5.849565982818603516e+00
-1.512878060340881348e+00,-2.901934623718261719e+00,-4.985275268554687500e+00
-1.887538075447082520e+00,-2.406817436218261719e+00,-7.640162944793701172e+00
-6.325960159301757812e-03,-2.177180767059326172e+00,-3.563456535339355469e+00
-1.954368352890014648e-01,-5.565474510192871094e+00,-7.731980323791503906e+00
-4.049478769302368164e-01,-6.829368591308593750e+00,-5.643983840942382812e+00
-5.944793224334716797e-01,-3.541209220886230469e+00,-6.896711349487304688e+00
-1.106112122535705566e+00,-7.878780364990234375e-01,-3.602967262268066406e+00
-6.524283885955810547e-01,-6.708374500274658203e+00,-2.834970474243164062e+00
-1.649359583854675293e+00,-5.533853530883789062e+00,-5.348788261413574219e+00
-1.498713135719299316e+00,-5.548971176147460938e+00,-6.801536560058593750e+00
-9.697859287261962891e-01,-3.515037298202514648e+00,-5.111992835998535156e+00
-1.619195938110351562e-01,-1.300192356109619141e+00,-4.355675697326660156e+00
-3.323824405670166016e-01,-9.917888641357421875e-01,-4.082847118377685547e+00
-1.225956559181213379e+00,-5.800628662109375000e+00,-5.581035614013671875e+00
-1.290487647056579590e+00,-4.270249366760253906e+00,-3.438327312469482422e+00
-1.268363475799560547e+00,-2.596620559692382812e+00,-6.433729171752929688e+00
-2.135839462280273438e-01,-1.798185348510742188e+00,-6.040988445281982422e+00
-4.172871112823486328e-01,-6.043155670166015625e+00,-3.850202560424804688e+00
-1.349431276321411133e-01,-4.876008033752441406e-01,-3.047012805938720703e+00
-1.866290330886840820e+00,-3.334642887115478516e+00,-6.266544342041015625e+00
-7.662951946258544922e-02,-5.520348548889160156e-01,-2.727248191833496094e+00
-2.363868951797485352e-01,-5.505056381225585938e+00,-3.452754974365234375e+00
